number,house_id,datetime,energy_export
1,44,2021-07-01 00:00:00,0.04821102193423014
2,44,2021-07-01 01:00:00,0.03808778654994251
3,44,2021-07-01 02:00:00,0.045048727519508606
4,44,2021-07-01 03:00:00,0.04792719912949023
5,44,2021-07-01 04:00:00,0.04891471537282256
6,44,2021-07-01 05:00:00,0.06164112461649622
7,44,2021-07-01 06:00:00,0.05537239306521428
8,44,2021-07-01 07:00:00,0.05898104536270626
9,44,2021-07-01 08:00:00,0.06723113750658628
10,44,2021-07-01 09:00:00,0.07776783502421192
11,44,2021-07-01 10:00:00,0.10072717980922875
12,44,2021-07-01 11:00:00,0.10851157821647513
13,44,2021-07-01 12:00:00,0.09706060561281116
14,44,2021-07-01 13:00:00,0.10695075707663382
15,44,2021-07-01 14:00:00,0.0807801417567865
16,44,2021-07-01 15:00:00,0.08130394903611905
17,44,2021-07-01 16:00:00,0.09311377387921096
18,44,2021-07-01 17:00:00,0.09249746627517894
19,44,2021-07-01 18:00:00,0.11084703757688094
20,44,2021-07-01 19:00:00,0.1078828073852315
21,44,2021-07-01 20:00:00,0.07579258747970263
22,44,2021-07-01 21:00:00,0.08532684402181501
23,44,2021-07-01 22:00:00,0.07550148930966
24,44,2021-07-01 23:00:00,0.0616035852472353
25,44,2021-07-02 00:00:00,0.05507004581316779
26,44,2021-07-02 01:00:00,0.0469753745927492
27,44,2021-07-02 02:00:00,0.039367682964413175
28,44,2021-07-02 03:00:00,0.044216754738681446
29,44,2021-07-02 04:00:00,0.051394116647202295
30,44,2021-07-02 05:00:00,0.061663562172654264
31,44,2021-07-02 06:00:00,0.06147342430762347
32,44,2021-07-02 07:00:00,0.05157887270724443
33,44,2021-07-02 08:00:00,0.05989659986874721
34,44,2021-07-02 09:00:00,0.07418142698556132
35,44,2021-07-02 10:00:00,0.11158036935574404
36,44,2021-07-02 11:00:00,0.10877443852295902
37,44,2021-07-02 12:00:00,0.0975520550360989
38,44,2021-07-02 13:00:00,0.10972643938060075
39,44,2021-07-02 14:00:00,0.09751697759975834
40,44,2021-07-02 15:00:00,0.10353818081224725
41,44,2021-07-02 16:00:00,0.07492663443266423
42,44,2021-07-02 17:00:00,0.050192259474114924
43,44,2021-07-02 18:00:00,0.09002007453783402
44,44,2021-07-02 19:00:00,0.13186269484216828
