number,house_id,datetime,energy_import
1,44,2020-08-01 00:00:00,0.08072339644652146
2,44,2020-08-01 01:00:00,0.096
3,44,2020-08-01 02:00:00,0.04519714051910817
4,44,2020-08-01 03:00:00,0.04674796108906525
5,44,2020-08-01 04:00:00,0.03509469761208195
6,44,2020-08-01 05:00:00,0.037906973331469286
7,44,2020-08-01 06:00:00,0.04098864158559654
8,44,2020-08-01 07:00:00,0.03594653801688314
9,44,2020-08-01 08:00:00,0.03486149175850349
10,44,2020-08-01 09:00:00,0.0538526359224952
11,44,2020-08-01 10:00:00,0.12762921314665598
12,44,2020-08-01 11:00:00,0.07613147039641624
13,44,2020-08-01 12:00:00,0.07436098351973086
14,44,2020-08-01 13:00:00,0.07193649592532728
15,44,2020-08-01 14:00:00,0.13237498988722418
16,44,2020-08-01 15:00:00,0.095
17,44,2020-08-01 16:00:00,0.12966101192165033
18,44,2020-08-01 17:00:00,0.07098993919517738
19,44,2020-08-01 18:00:00,0.058752086800128306
20,44,2020-08-01 19:00:00,0.05897545144721558
21,44,2020-08-01 20:00:00,0.05850027071189157
22,44,2020-08-01 21:00:00,0.0588076072550796
23,44,2020-08-01 22:00:00,0.063
24,44,2020-08-01 23:00:00,0.045
25,44,2020-08-02 00:00:00,0.05262864721830025
26,44,2020-08-02 01:00:00,0.046198988387201934
27,44,2020-08-02 02:00:00,0.0466713106698185
28,44,2020-08-02 03:00:00,0.0354737088982571
29,44,2020-08-02 04:00:00,0.03511431157773777
30,44,2020-08-02 05:00:00,0.035
31,44,2020-08-02 06:00:00,0.04305490496639353
32,44,2020-08-02 07:00:00,0.076
33,44,2020-08-02 08:00:00,0.08070164819649432
34,44,2020-08-02 09:00:00,0.181
35,44,2020-08-02 10:00:00,0.11705105279933604
36,44,2020-08-02 11:00:00,0.07793886138505761
37,44,2020-08-02 12:00:00,0.07758887412870245
38,44,2020-08-02 13:00:00,0.085
39,44,2020-08-02 14:00:00,0.09395960039860965
40,44,2020-08-02 15:00:00,0.05805426475262472
41,44,2020-08-02 16:00:00,0.09496943644184311
42,44,2020-08-02 17:00:00,0.0715868689842261
43,44,2020-08-02 18:00:00,0.10685053306093263
44,44,2020-08-02 19:00:00,0.09150435323813329
45,44,2020-08-02 20:00:00,0.09139717336653613
46,44,2020-08-02 21:00:00,0.13654691963030885
47,44,2020-08-02 22:00:00,0.1152253161866084
48,44,2020-08-02 23:00:00,0.06576110086836766
49,44,2020-08-03 00:00:00,0.04042856894332836
50,44,2020-08-03 01:00:00,0.048441159879853715
51,44,2020-08-03 02:00:00,0.044884307555403416
52,44,2020-08-03 03:00:00,0.04599604074561378
53,44,2020-08-03 04:00:00,0.046157885584511366
54,44,2020-08-03 05:00:00,0.04316996620945257
55,44,2020-08-03 06:00:00,0.0340916628360021
56,44,2020-08-03 07:00:00,0.0567529460203049
57,44,2020-08-03 08:00:00,0.07194690964689625
58,44,2020-08-03 09:00:00,0.059514043472066444
59,44,2020-08-03 10:00:00,0.0627513904862004
60,44,2020-08-03 11:00:00,0.0673438235847446
61,44,2020-08-03 12:00:00,0.06422941030032135
62,44,2020-08-03 13:00:00,0.15390862850731632
63,44,2020-08-03 14:00:00,0.1321575799781087
64,44,2020-08-03 15:00:00,0.09760008309568974
65,44,2020-08-03 16:00:00,0.10041655025048778
66,44,2020-08-03 17:00:00,0.08600458523026541
67,44,2020-08-03 18:00:00,0.08988392337034604
68,44,2020-08-03 19:00:00,0.10935692596852989
69,44,2020-08-03 20:00:00,0.0893265129846916
70,44,2020-08-03 21:00:00,0.07834659331041943
71,44,2020-08-03 22:00:00,0.06284948196073213
72,44,2020-08-03 23:00:00,0.06239378215292016
73,44,2020-08-04 00:00:00,0.0679273876412677
74,44,2020-08-04 01:00:00,0.04834140941635441
75,44,2020-08-04 02:00:00,0.04677321117555543
76,44,2020-08-04 03:00:00,0.03800652364386626
77,44,2020-08-04 04:00:00,0.037914923683985705
78,44,2020-08-04 05:00:00,0.038854652194060445
79,44,2020-08-04 06:00:00,0.04593432828484525
80,44,2020-08-04 07:00:00,0.06179987532050719
81,44,2020-08-04 08:00:00,0.08274024344869098
82,44,2020-08-04 09:00:00,0.09042269108321214
83,44,2020-08-04 10:00:00,0.06326612345033526
84,44,2020-08-04 11:00:00,0.06010419261489555
85,44,2020-08-04 12:00:00,0.101522880932251
86,44,2020-08-04 13:00:00,0.2539085766500893
87,44,2020-08-04 14:00:00,0.07028277153790588
88,44,2020-08-04 15:00:00,0.06687094812871786
89,44,2020-08-04 16:00:00,0.06809210901728753
90,44,2020-08-04 17:00:00,0.06055446757875777
91,44,2020-08-04 18:00:00,0.04615825552596855
92,44,2020-08-04 19:00:00,0.06083614943326795
93,44,2020-08-04 20:00:00,0.0689714148231654
94,44,2020-08-04 21:00:00,0.07290978823611086
95,44,2020-08-04 22:00:00,0.11879120367436759
96,44,2020-08-04 23:00:00,0.09799744660787191
97,44,2020-08-05 00:00:00,0.07965534397105103
98,44,2020-08-05 01:00:00,0.048997558796672135
99,44,2020-08-05 02:00:00,0.05471005216761213
100,44,2020-08-05 03:00:00,0.038380463781076575
101,44,2020-08-05 04:00:00,0.0353302587853391
102,44,2020-08-05 05:00:00,0.0448204490246555
103,44,2020-08-05 06:00:00,0.11076861040591118
104,44,2020-08-05 07:00:00,0.06248454241271657
105,44,2020-08-05 08:00:00,0.06699645514122914
106,44,2020-08-05 09:00:00,0.06374722212337353
107,44,2020-08-05 10:00:00,0.05939591746582266
108,44,2020-08-05 11:00:00,0.12149080166311829
109,44,2020-08-05 12:00:00,0.08597491047464542
110,44,2020-08-05 13:00:00,0.07832171284318007
