number,house_id,datetime,energy_export
1,51,2021-07-01 00:00:00,0.28602400229189623
2,51,2021-07-01 01:00:00,0.3130541592059924
3,51,2021-07-01 02:00:00,0.19397898133310018
4,51,2021-07-01 03:00:00,0.1462112063000633
5,51,2021-07-01 04:00:00,0.13669038991676136
6,51,2021-07-01 05:00:00,0.14033380097991585
7,51,2021-07-01 06:00:00,0.16965033771001675
8,51,2021-07-01 07:00:00,0.34063052884695955
9,51,2021-07-01 08:00:00,0.200993254371393
10,51,2021-07-01 09:00:00,0.22642583014083728
11,51,2021-07-01 10:00:00,0.18339162669836057
12,51,2021-07-01 11:00:00,0.40904614881936124
13,51,2021-07-01 12:00:00,0.8455105360153301
14,51,2021-07-01 13:00:00,0.3087834016054448
15,51,2021-07-01 14:00:00,0.25726014277749104
16,51,2021-07-01 15:00:00,0.20862294930446332
17,51,2021-07-01 16:00:00,0.413741307570405
18,51,2021-07-01 17:00:00,0.3940432446031346
19,51,2021-07-01 18:00:00,0.5271049768406181
20,51,2021-07-01 19:00:00,0.34561374667292205
21,51,2021-07-01 20:00:00,0.5172017962040723
22,51,2021-07-01 21:00:00,0.33480300703503274
23,51,2021-07-01 22:00:00,0.2606029872774272
24,51,2021-07-01 23:00:00,0.23528394394751573
25,51,2021-07-02 00:00:00,0.174020441299661
26,51,2021-07-02 01:00:00,0.16216761125905035
27,51,2021-07-02 02:00:00,0.10907893772287758
28,51,2021-07-02 03:00:00,0.10609391163736703
29,51,2021-07-02 04:00:00,0.09716980505097061
30,51,2021-07-02 05:00:00,0.12113462144374214
31,51,2021-07-02 06:00:00,0.20973156038717716
32,51,2021-07-02 07:00:00,0.34202195328566876
33,51,2021-07-02 08:00:00,0.16645476518042354
34,51,2021-07-02 09:00:00,0.10666163059552936
35,51,2021-07-02 10:00:00,0.16334951159183414
36,51,2021-07-02 11:00:00,0.24663309234784778
37,51,2021-07-02 12:00:00,0.9599275348430532
38,51,2021-07-02 13:00:00,0.6835017340973238
39,51,2021-07-02 14:00:00,0.5650497606075844
40,51,2021-07-02 15:00:00,0.408464734557701
41,51,2021-07-02 16:00:00,0.33924545855351923
42,51,2021-07-02 17:00:00,0.1707595382894188
43,51,2021-07-02 18:00:00,0.3795366430165487
44,51,2021-07-02 19:00:00,0.3461839886760334
45,51,2021-07-02 20:00:00,0.3338224684413504
46,51,2021-07-02 21:00:00,0.35891437058717346
47,51,2021-07-02 22:00:00,0.2976370663113928
48,51,2021-07-02 23:00:00,0.24422574485549678
49,51,2021-07-03 00:00:00,0.415
50,51,2021-07-03 01:00:00,0.21188298761591642
51,51,2021-07-03 02:00:00,0.15159472544051428
52,51,2021-07-03 03:00:00,0.11350782420239106
53,51,2021-07-03 04:00:00,0.387
54,51,2021-07-03 05:00:00,0.11914520536622629
55,51,2021-07-03 06:00:00,0.16558808182775706
56,51,2021-07-03 07:00:00,0.1793177645782623
57,51,2021-07-03 08:00:00,0.194193008115079
58,51,2021-07-03 09:00:00,0.17421696786267843
59,51,2021-07-03 10:00:00,0.215496058159873
60,51,2021-07-03 11:00:00,0.19764948580505215
61,51,2021-07-03 12:00:00,0.28370505660561435
62,51,2021-07-03 13:00:00,0.10929043297800095
63,51,2021-07-03 14:00:00,0.1195369620369122
64,51,2021-07-03 15:00:00,0.15260034462401115
65,51,2021-07-03 16:00:00,0.10911780149810227
66,51,2021-07-03 17:00:00,0.14188667677244007
67,51,2021-07-03 18:00:00,0.20523838208254458
68,51,2021-07-03 19:00:00,0.2139811532040114
69,51,2021-07-03 20:00:00,0.2218350054260205
70,51,2021-07-03 21:00:00,0.202
71,51,2021-07-03 22:00:00,0.35059867252279425
72,51,2021-07-03 23:00:00,0.29323102566122966
73,51,2021-07-04 00:00:00,0.15401721530326334
74,51,2021-07-04 01:00:00,0.11712207888369189
75,51,2021-07-04 02:00:00,0.11643034809501747
76,51,2021-07-04 03:00:00,0.12412577947716813
77,51,2021-07-04 04:00:00,0.10854681786733986
78,51,2021-07-04 05:00:00,0.0978183777320543
79,51,2021-07-04 06:00:00,0.10758999987817632
80,51,2021-07-04 07:00:00,0.22304161380649012
81,51,2021-07-04 08:00:00,0.16490060823433034
82,51,2021-07-04 09:00:00,0.11623218857656438
83,51,2021-07-04 10:00:00,0.1784150052629689
84,51,2021-07-04 11:00:00,0.12358362514187843
85,51,2021-07-04 12:00:00,0.14478839047116696
86,51,2021-07-04 13:00:00,0.28836592161518276
87,51,2021-07-04 14:00:00,0.635
88,51,2021-07-04 15:00:00,0.28451244479390525
89,51,2021-07-04 16:00:00,0.33447712266377044
90,51,2021-07-04 17:00:00,0.36522189856422327
91,51,2021-07-04 18:00:00,0.34710306405292723
92,51,2021-07-04 19:00:00,0.28952625954989447
93,51,2021-07-04 20:00:00,0.31380751672492
94,51,2021-07-04 21:00:00,0.44364641259205523
95,51,2021-07-04 22:00:00,0.3872330521892656
96,51,2021-07-04 23:00:00,0.3190919845709516
97,51,2021-07-05 00:00:00,0.1211591110589888
98,51,2021-07-05 01:00:00,0.11302862140376695
99,51,2021-07-05 02:00:00,0.2740225744121277
100,51,2021-07-05 03:00:00,0.1611175963991266
101,51,2021-07-05 04:00:00,0.167
102,51,2021-07-05 05:00:00,0.16497908916763304
103,51,2021-07-05 06:00:00,0.13609343977723154
104,51,2021-07-05 07:00:00,0.2707561777460438
105,51,2021-07-05 08:00:00,0.13455164095205305
106,51,2021-07-05 09:00:00,0.1701225006177805
107,51,2021-07-05 10:00:00,0.34858486001115935
108,51,2021-07-05 11:00:00,0.18031956996131313
109,51,2021-07-05 12:00:00,1.2021859942205388
110,51,2021-07-05 13:00:00,0.5371524159355704
111,51,2021-07-05 14:00:00,0.3049586911106188
112,51,2021-07-05 15:00:00,0.37375407171008107
113,51,2021-07-05 16:00:00,0.35687958972521017
114,51,2021-07-05 17:00:00,0.40337274282563274
115,51,2021-07-05 18:00:00,0.5135094122158157
116,51,2021-07-05 19:00:00,0.4412255844312668
117,51,2021-07-05 20:00:00,0.5604333335959873
118,51,2021-07-05 21:00:00,0.3705705552001052
119,51,2021-07-05 22:00:00,0.4334500105758418
120,51,2021-07-05 23:00:00,0.2629647172324101
121,51,2021-07-06 00:00:00,0.2688471825904321
122,51,2021-07-06 01:00:00,0.23552348511881574
123,51,2021-07-06 02:00:00,0.1572266569746521
124,51,2021-07-06 03:00:00,0.12264180841072372
125,51,2021-07-06 04:00:00,0.11763358230092559
126,51,2021-07-06 05:00:00,0.12600821837585913
127,51,2021-07-06 06:00:00,0.17351155658004108
128,51,2021-07-06 07:00:00,0.2075684574495248
129,51,2021-07-06 08:00:00,0.17272278993375628
130,51,2021-07-06 09:00:00,0.29221527469736946
131,51,2021-07-06 10:00:00,0.14194871203258716
132,51,2021-07-06 11:00:00,0.18056427301554473
133,51,2021-07-06 12:00:00,0.4379618792421272
134,51,2021-07-06 13:00:00,0.9025663048478546
135,51,2021-07-06 14:00:00,0.36584737567870107
136,51,2021-07-06 15:00:00,0.30888557123198707
137,51,2021-07-06 16:00:00,0.48657317190377747
