number,house_id,datetime,energy_export
1,50,2021-07-01 00:00:00,0.415411727857317
2,50,2021-07-01 01:00:00,0.4422436219002228
3,50,2021-07-01 02:00:00,0.4652395616895927
4,50,2021-07-01 03:00:00,0.47252284923657767
5,50,2021-07-01 04:00:00,0.42588914250712295
6,50,2021-07-01 05:00:00,0.3042955102863952
7,50,2021-07-01 06:00:00,0.28671981071453934
8,50,2021-07-01 07:00:00,0.5552166927487606
9,50,2021-07-01 08:00:00,0.3144388956717932
10,50,2021-07-01 09:00:00,0.3530264737966358
11,50,2021-07-01 10:00:00,0.41441438771817946
12,50,2021-07-01 11:00:00,0.5145938672489423
13,50,2021-07-01 12:00:00,0.32921903993558455
14,50,2021-07-01 13:00:00,0.4425133146096878
15,50,2021-07-01 14:00:00,0.6555598402556976
16,50,2021-07-01 15:00:00,0.5164568661777559
17,50,2021-07-01 16:00:00,0.4747209281703093
18,50,2021-07-01 17:00:00,0.39783247234702507
19,50,2021-07-01 18:00:00,0.4241566173661149
20,50,2021-07-01 19:00:00,0.9597550200534883
21,50,2021-07-01 20:00:00,0.6778391600635413
22,50,2021-07-01 21:00:00,0.5855070217034285
23,50,2021-07-01 22:00:00,0.6056055075674287
24,50,2021-07-01 23:00:00,0.5192897577111575
25,50,2021-07-02 00:00:00,0.4355677696735929
26,50,2021-07-02 01:00:00,0.3767560622045805
27,50,2021-07-02 02:00:00,0.38865977156220427
28,50,2021-07-02 03:00:00,0.33958164059360985
29,50,2021-07-02 04:00:00,0.3506329323956124
30,50,2021-07-02 05:00:00,0.3514194329771885
31,50,2021-07-02 06:00:00,0.2955737467537038
32,50,2021-07-02 07:00:00,0.2753723198993746
33,50,2021-07-02 08:00:00,0.3821010853554657
34,50,2021-07-02 09:00:00,0.5476781165777936
35,50,2021-07-02 10:00:00,0.44142677614226505
36,50,2021-07-02 11:00:00,0.5101137809303005
37,50,2021-07-02 12:00:00,0.7861387992820004
38,50,2021-07-02 13:00:00,0.5136612397093907
39,50,2021-07-02 14:00:00,1.119
40,50,2021-07-02 15:00:00,0.7646446168566865
41,50,2021-07-02 16:00:00,0.43374698493507896
42,50,2021-07-02 17:00:00,0.3730355045423445
43,50,2021-07-02 18:00:00,0.5121817434301781
44,50,2021-07-02 19:00:00,0.7100555263879685
45,50,2021-07-02 20:00:00,0.7072275915578443
46,50,2021-07-02 21:00:00,0.6434342579744778
47,50,2021-07-02 22:00:00,0.5985119291320251
48,50,2021-07-02 23:00:00,0.5030344345662512
49,50,2021-07-03 00:00:00,0.41733347491715617
50,50,2021-07-03 01:00:00,0.45834442823414934
51,50,2021-07-03 02:00:00,0.42850438044243516
52,50,2021-07-03 03:00:00,0.3801746485149818
53,50,2021-07-03 04:00:00,0.3693123273589306
54,50,2021-07-03 05:00:00,0.38604114078877333
55,50,2021-07-03 06:00:00,0.3452186913428339
56,50,2021-07-03 07:00:00,0.39867160409220187
57,50,2021-07-03 08:00:00,0.4113898727957634
58,50,2021-07-03 09:00:00,0.32367170344249024
59,50,2021-07-03 10:00:00,0.2557292977202952
60,50,2021-07-03 11:00:00,0.22858012233152694
61,50,2021-07-03 12:00:00,0.26755714023901367
62,50,2021-07-03 13:00:00,0.29397060650266654
63,50,2021-07-03 14:00:00,0.2971587353761212
64,50,2021-07-03 15:00:00,0.46682188915560535
65,50,2021-07-03 16:00:00,0.36958903430056217
66,50,2021-07-03 17:00:00,0.3835588823523061
67,50,2021-07-03 18:00:00,0.37296938459579076
68,50,2021-07-03 19:00:00,0.4160621749769485
69,50,2021-07-03 20:00:00,0.4534064307752603
70,50,2021-07-03 21:00:00,0.558407772733645
71,50,2021-07-03 22:00:00,0.497510760892364
72,50,2021-07-03 23:00:00,0.4613718128958839
73,50,2021-07-04 00:00:00,0.5766094847855668
74,50,2021-07-04 01:00:00,0.366404846534243
75,50,2021-07-04 02:00:00,0.3618592921067326
76,50,2021-07-04 03:00:00,0.46528300085523167
77,50,2021-07-04 04:00:00,0.34280230199935197
78,50,2021-07-04 05:00:00,0.34639686893775495
79,50,2021-07-04 06:00:00,0.49350271149936853
80,50,2021-07-04 07:00:00,0.29672164419829894
81,50,2021-07-04 08:00:00,0.5701244999611452
82,50,2021-07-04 09:00:00,0.601
83,50,2021-07-04 10:00:00,0.5231975590732229
84,50,2021-07-04 11:00:00,0.3783501334461957
85,50,2021-07-04 12:00:00,0.47513553515816087
86,50,2021-07-04 13:00:00,0.8491651135914621
87,50,2021-07-04 14:00:00,1.609
88,50,2021-07-04 15:00:00,0.45897552999805824
89,50,2021-07-04 16:00:00,0.46937185053409874
90,50,2021-07-04 17:00:00,0.37972931154927997
91,50,2021-07-04 18:00:00,0.39561532485950573
92,50,2021-07-04 19:00:00,0.42383045990101764
93,50,2021-07-04 20:00:00,0.4532248319686327
94,50,2021-07-04 21:00:00,0.5847756506832488
95,50,2021-07-04 22:00:00,0.6071509519055462
96,50,2021-07-04 23:00:00,0.517463536438972
